Record_ID,Task,Concept,Fuel_type,Brand,Maximum_driving_range,Car_type,Price,Response
16.0,9,Option1,2,3,1,4,3,0
16.0,9,Option2,1,1,2,1,2,0
16.0,9,Option3,3,3,4,3,1,1
16.0,9,Option4,4,2,3,3,5,0
16.0,10,Option1,4,1,4,1,1,0
16.0,10,Option2,1,3,1,3,4,0
16.0,10,Option3,1,2,3,4,2,1
16.0,10,Option4,2,4,2,2,5,0
17.0,1,Option1,2,3,2,3,5,0
17.0,1,Option2,3,2,1,1,2,0
17.0,1,Option3,1,4,4,2,3,1
17.0,1,Option4,4,1,3,4,1,0
17.0,2,Option1,1,1,3,2,4,0
17.0,2,Option2,3,3,4,4,2,0
17.0,2,Option3,4,1,1,3,5,0
17.0,2,Option4,2,4,4,1,1,1
17.0,3,Option1,4,4,2,3,2,0
17.0,3,Option2,1,2,2,4,5,0
17.0,3,Option3,1,3,3,1,3,1
17.0,3,Option4,4,2,1,2,3,0
17.0,4,Option1,3,2,4,4,5,0
17.0,4,Option2,2,4,1,3,3,0
17.0,4,Option3,4,1,2,2,1,0
17.0,4,Option4,1,3,3,3,4,1
17.0,5,Option1,2,2,2,1,1,0
17.0,5,Option2,3,4,3,3,1,1
17.0,5,Option3,3,1,1,1,4,0
17.0,5,Option4,4,3,1,2,2,0
17.0,6,Option1,4,2,3,3,3,0
17.0,6,Option2,1,1,1,1,5,0
17.0,6,Option3,3,3,2,4,3,1
17.0,6,Option4,2,2,4,2,4,0
17.0,7,Option1,3,3,1,2,1,0
17.0,7,Option2,4,4,2,4,4,0
17.0,7,Option3,2,2,3,1,2,0
17.0,7,Option4,1,1,4,3,2,1
17.0,8,Option1,2,4,1,4,4,0
17.0,8,Option2,2,3,3,2,5,0
17.0,8,Option3,1,2,4,3,1,1
17.0,8,Option4,3,1,2,1,3,0
17.0,9,Option1,4,3,4,1,4,0
17.0,9,Option2,2,1,4,4,3,0
17.0,9,Option3,3,4,3,2,5,0
17.0,9,Option4,1,4,2,2,2,1
17.0,10,Option1,2,1,3,4,2,0
17.0,10,Option2,3,2,2,3,4,1
17.0,10,Option3,1,3,1,4,1,0
17.0,10,Option4,4,4,4,1,5,0
18.0,1,Option1,2,2,1,1,2,0
18.0,1,Option2,4,1,2,3,3,1
18.0,1,Option3,3,4,4,2,4,0
18.0,1,Option4,1,3,3,4,5,0
18.0,2,Option1,4,2,1,2,1,0
18.0,2,Option2,1,4,2,1,3,0
18.0,2,Option3,3,3,3,3,1,1
18.0,2,Option4,2,2,4,4,4,0
18.0,3,Option1,3,4,4,3,2,0
18.0,3,Option2,2,3,1,2,4,1
18.0,3,Option3,1,2,2,1,5,0
18.0,3,Option4,2,1,3,2,3,0
18.0,4,Option1,4,3,4,2,5,0
18.0,4,Option2,3,4,3,1,1,0
18.0,4,Option3,1,3,1,4,3,0
18.0,4,Option4,2,1,4,3,5,1
18.0,5,Option1,1,2,4,3,3,0
18.0,5,Option2,2,4,3,3,5,1
18.0,5,Option3,3,1,1,4,2,0
18.0,5,Option4,4,3,2,1,4,0
18.0,6,Option1,2,3,2,4,1,0
18.0,6,Option2,4,1,4,1,1,0
18.0,6,Option3,4,1,1,3,4,0
18.0,6,Option4,1,4,2,2,2,1
18.0,7,Option1,1,1,3,1,4,0
18.0,7,Option2,4,4,1,4,5,0
18.0,7,Option3,2,2,2,2,1,0
18.0,7,Option4,3,3,4,2,3,1
18.0,8,Option1,4,4,3,4,4,0
18.0,8,Option2,1,3,3,3,2,0
18.0,8,Option3,2,1,2,4,2,0
18.0,8,Option4,3,2,1,1,5,1
18.0,9,Option1,2,4,1,1,3,1
18.0,9,Option2,3,2,2,3,4,0
18.0,9,Option3,1,1,4,4,1,0
18.0,9,Option4,4,2,3,2,2,0
18.0,10,Option1,3,1,2,2,5,0
18.0,10,Option2,3,2,3,4,3,0
18.0,10,Option3,4,3,4,1,2,1
18.0,10,Option4,1,4,1,3,1,0
19.0,1,Option1,4,1,2,3,3,0
19.0,1,Option2,3,2,3,2,5,0
19.0,1,Option3,2,3,1,1,1,0
19.0,1,Option4,1,4,4,4,4,1
19.0,2,Option1,3,4,2,3,1,0
19.0,2,Option2,1,4,4,1,3,0
19.0,2,Option3,4,3,4,4,3,0
19.0,2,Option4,2,2,1,2,2,1
19.0,3,Option1,3,2,4,1,4,0
19.0,3,Option2,4,4,1,2,2,1
19.0,3,Option3,2,3,3,3,3,0
19.0,3,Option4,1,1,2,3,5,0
19.0,4,Option1,2,4,3,1,4,0
19.0,4,Option2,1,3,1,4,5,1
19.0,4,Option3,3,2,2,4,2,0
19.0,4,Option4,1,1,3,2,1,0
19.0,5,Option1,3,4,4,2,5,0
19.0,5,Option2,4,1,1,3,4,0
19.0,5,Option3,1,1,4,1,2,1
19.0,5,Option4,2,2,2,4,3,0
19.0,6,Option1,1,3,2,2,1,0
19.0,6,Option2,4,2,4,3,1,1
19.0,6,Option3,2,4,1,3,5,0
19.0,6,Option4,3,1,3,1,3,0
19.0,7,Option1,2,1,4,2,5,0
19.0,7,Option2,2,4,2,1,2,1
19.0,7,Option3,1,2,3,3,4,0
19.0,7,Option4,3,3,1,4,4,0
19.0,8,Option1,1,2,1,1,3,0
19.0,8,Option2,4,3,2,2,4,0
19.0,8,Option3,4,4,3,4,1,0
19.0,8,Option4,3,3,4,3,2,1
19.0,9,Option1,4,1,3,4,2,0
19.0,9,Option2,2,2,4,4,1,1
19.0,9,Option3,3,4,1,2,3,0
19.0,9,Option4,4,3,2,1,5,0
19.0,10,Option1,3,1,1,4,1,0
19.0,10,Option2,1,3,3,3,2,1
19.0,10,Option3,2,1,2,2,4,0
19.0,10,Option4,4,2,3,1,5,0
20.0,1,Option1,1,4,2,4,4,0
20.0,1,Option2,2,2,1,2,2,1
20.0,1,Option3,4,1,4,1,5,0
20.0,1,Option4,3,3,3,3,3,0
20.0,2,Option1,2,3,4,4,2,0
20.0,2,Option2,3,2,2,3,5,1
20.0,2,Option3,1,4,3,2,3,0
20.0,2,Option4,4,1,3,2,1,0
20.0,3,Option1,3,1,2,2,4,0
20.0,3,Option2,4,4,1,3,1,0
20.0,3,Option3,2,2,4,4,1,1
20.0,3,Option4,1,2,3,1,2,0
20.0,4,Option1,2,3,3,1,5,0
20.0,4,Option2,1,1,1,4,3,0
20.0,4,Option3,3,4,4,3,4,1
20.0,4,Option4,4,3,2,3,2,0
20.0,5,Option1,4,2,4,2,3,0
20.0,5,Option2,3,4,4,1,2,1
20.0,5,Option3,1,3,1,3,1,0
20.0,5,Option4,1,1,2,4,5,0
20.0,6,Option1,4,3,1,1,4,0
20.0,6,Option2,2,4,2,1,3,1
20.0,6,Option3,3,1,3,2,2,0
20.0,6,Option4,2,2,3,3,4,0
20.0,7,Option1,1,2,2,1,1,0
20.0,7,Option2,4,3,3,4,4,0
20.0,7,Option3,2,1,4,3,3,1
20.0,7,Option4,4,4,1,2,5,0
20.0,8,Option1,1,1,1,3,2,0
20.0,8,Option2,2,3,2,2,1,1
20.0,8,Option3,3,2,1,4,5,0
20.0,8,Option4,3,4,4,1,1,0
20.0,9,Option1,2,4,3,3,5,0
20.0,9,Option2,1,2,4,2,4,0
20.0,9,Option3,4,2,2,1,3,0
20.0,9,Option4,3,3,1,4,3,1
20.0,10,Option1,3,1,3,4,1,1
20.0,10,Option2,1,3,4,2,5,0
20.0,10,Option3,4,4,2,4,2,0
20.0,10,Option4,2,1,1,1,4,0
21.0,1,Option1,2,2,4,3,2,1
21.0,1,Option2,3,4,3,1,2,0
21.0,1,Option3,4,1,1,2,1,0
21.0,1,Option4,1,3,2,4,5,0
21.0,2,Option1,4,4,2,1,4,0
21.0,2,Option2,4,2,3,4,1,1
21.0,2,Option3,2,4,1,3,5,0
21.0,2,Option4,3,3,2,2,3,0
21.0,3,Option1,3,3,4,3,3,0
21.0,3,Option2,1,1,2,4,2,0
21.0,3,Option3,3,2,3,2,4,0
21.0,3,Option4,4,4,4,1,5,1
21.0,4,Option1,1,4,2,2,1,0
21.0,4,Option2,3,2,1,2,5,0
21.0,4,Option3,2,4,4,4,4,0
21.0,4,Option4,4,1,3,4,3,1
21.0,5,Option1,1,1,1,3,4,0
21.0,5,Option2,4,3,1,4,2,0
21.0,5,Option3,3,2,2,1,2,1
21.0,5,Option4,2,4,3,2,3,0
21.0,6,Option1,1,2,4,4,3,1
21.0,6,Option2,4,1,2,3,5,0
21.0,6,Option3,1,3,3,1,1,0
21.0,6,Option4,2,1,1,2,2,0
21.0,7,Option1,3,4,1,4,1,0
21.0,7,Option2,1,2,4,2,5,1
21.0,7,Option3,2,1,2,1,3,0
21.0,7,Option4,4,3,3,3,4,0
21.0,8,Option1,4,2,1,1,3,0
21.0,8,Option2,2,3,2,2,4,0
21.0,8,Option3,1,4,3,3,2,1
21.0,8,Option4,3,1,4,4,4,0
21.0,9,Option1,2,3,3,4,5,0
21.0,9,Option2,2,3,4,1,1,1
21.0,9,Option3,3,1,4,3,1,0
21.0,9,Option4,1,2,1,1,4,0
21.0,10,Option1,3,1,3,1,5,0
21.0,10,Option2,1,4,1,3,3,0
21.0,10,Option3,4,3,4,2,2,0
21.0,10,Option4,2,2,2,3,1,1
22.0,1,Option1,2,4,2,3,3,1
22.0,1,Option2,4,1,4,2,5,0
22.0,1,Option3,3,2,1,1,2,0
22.0,1,Option4,4,3,3,4,1,0
22.0,2,Option1,2,3,4,1,4,0
22.0,2,Option2,3,1,2,1,3,0
22.0,2,Option3,4,4,2,4,5,0
22.0,2,Option4,1,2,3,3,4,1
22.0,3,Option1,1,1,4,3,1,0
22.0,3,Option2,2,2,1,4,5,1
22.0,3,Option3,4,3,3,2,4,0
22.0,3,Option4,2,4,1,2,2,0
22.0,4,Option1,2,1,1,4,1,0
22.0,4,Option2,4,4,3,1,3,0
22.0,4,Option3,3,3,2,3,5,0
22.0,4,Option4,1,2,1,2,3,1
22.0,5,Option1,3,4,1,4,4,0
22.0,5,Option2,4,2,2,3,2,0
22.0,5,Option3,2,1,3,2,3,0
22.0,5,Option4,1,4,4,1,2,1
22.0,6,Option1,1,3,4,4,3,0
22.0,6,Option2,1,3,1,1,5,0
22.0,6,Option3,2,1,3,3,2,0
22.0,6,Option4,3,2,2,2,1,1
22.0,7,Option1,1,2,3,2,5,0
22.0,7,Option2,3,4,4,2,4,1
22.0,7,Option3,4,1,4,4,2,0
22.0,7,Option4,2,3,2,1,1,0
22.0,8,Option1,1,3,2,2,2,0
22.0,8,Option2,4,1,1,3,4,1
22.0,8,Option3,3,2,4,4,3,0
22.0,8,Option4,3,1,3,1,5,0
22.0,9,Option1,3,4,3,3,1,0
22.0,9,Option2,2,2,4,1,1,1
22.0,9,Option3,4,3,1,3,3,0
22.0,9,Option4,1,1,2,4,4,0
22.0,10,Option1,4,2,2,1,4,0
22.0,10,Option2,3,3,3,4,2,1
22.0,10,Option3,1,4,1,2,1,0
22.0,10,Option4,2,4,4,3,5,0
23.0,1,Option1,1,4,1,4,4,0
23.0,1,Option2,2,2,4,2,3,0
23.0,1,Option3,3,1,2,1,2,1
23.0,1,Option4,4,3,3,3,2,0
23.0,2,Option1,2,1,1,4,1,0
23.0,2,Option2,3,4,3,1,4,1
23.0,2,Option3,4,2,2,3,3,0
23.0,2,Option4,2,3,4,1,5,0
23.0,3,Option1,1,2,2,3,4,0
23.0,3,Option2,4,1,3,1,1,0
23.0,3,Option3,3,4,1,2,2,1
23.0,3,Option4,1,3,3,2,2,0
23.0,4,Option1,3,2,3,4,1,0
23.0,4,Option2,4,1,1,3,2,0
23.0,4,Option3,2,4,1,1,5,1
23.0,4,Option4,1,1,4,4,3,0
23.0,5,Option1,4,1,4,2,5,0
23.0,5,Option2,2,4,3,4,3,0
23.0,5,Option3,1,3,2,3,1,1
23.0,5,Option4,4,2,1,2,4,0
23.0,6,Option1,3,1,3,2,3,0
23.0,6,Option2,1,2,4,1,1,1
23.0,6,Option3,3,3,1,3,3,0
23.0,6,Option4,2,2,2,4,2,0
23.0,7,Option1,2,3,2,2,4,0
23.0,7,Option2,1,3,1,1,3,0
23.0,7,Option3,4,2,3,4,5,0
23.0,7,Option4,3,4,4,3,1,1
23.0,8,Option1,2,4,4,3,2,0
23.0,8,Option2,1,1,2,2,5,0
23.0,8,Option3,4,3,4,4,4,0
23.0,8,Option4,3,2,1,1,5,1
23.0,9,Option1,4,4,2,1,3,0
23.0,9,Option2,3,1,4,4,4,0
23.0,9,Option3,2,3,1,2,1,1
23.0,9,Option4,1,4,3,3,5,0
23.0,10,Option1,1,2,4,1,2,0
23.0,10,Option2,3,3,2,4,5,0
23.0,10,Option3,2,1,3,3,4,0
23.0,10,Option4,4,4,2,2,1,1
24.0,1,Option1,3,1,4,2,3,0
24.0,1,Option2,1,2,3,4,2,0
24.0,1,Option3,3,4,1,1,5,0
24.0,1,Option4,2,3,2,3,4,1
24.0,2,Option1,1,4,4,1,1,0
24.0,2,Option2,4,1,1,3,3,1
24.0,2,Option3,3,3,3,3,5,0
24.0,2,Option4,2,2,1,4,5,0
24.0,3,Option1,3,2,3,3,1,0
24.0,3,Option2,2,2,2,1,1,1
24.0,3,Option3,1,4,1,2,4,0
24.0,3,Option4,4,4,4,2,2,0
24.0,4,Option1,1,1,2,4,5,0
24.0,4,Option2,2,3,1,1,3,0
24.0,4,Option3,4,4,3,2,1,1
24.0,4,Option4,3,1,4,3,4,0
24.0,5,Option1,4,4,2,3,5,0
24.0,5,Option2,3,2,1,2,4,1
24.0,5,Option3,2,1,3,1,2,0
24.0,5,Option4,1,3,3,4,3,0
24.0,6,Option1,1,3,3,1,4,0
24.0,6,Option2,2,4,4,3,2,1
24.0,6,Option3,4,2,2,2,3,0
24.0,6,Option4,4,1,1,4,1,0
24.0,7,Option1,4,3,2,1,2,0
24.0,7,Option2,4,2,4,1,5,0
24.0,7,Option3,2,4,3,4,3,1
24.0,7,Option4,3,1,2,2,2,0
24.0,8,Option1,2,3,1,2,1,0
24.0,8,Option2,3,4,2,4,4,0
24.0,8,Option3,1,2,4,3,3,0
24.0,8,Option4,4,1,3,1,4,1
24.0,9,Option1,2,2,4,4,4,0
24.0,9,Option2,1,1,2,3,1,0
24.0,9,Option3,3,3,1,4,2,1
24.0,9,Option4,1,3,4,2,5,0
24.0,10,Option1,1,2,1,3,2,0
24.0,10,Option2,2,1,3,2,5,1
24.0,10,Option3,4,3,4,4,1,0
24.0,10,Option4,3,4,2,1,3,0
25.0,1,Option1,4,3,4,1,2,0
25.0,1,Option2,3,4,2,2,4,0
25.0,1,Option3,2,2,3,3,1,1
25.0,1,Option4,1,1,1,4,5,0
25.0,2,Option1,4,2,4,2,3,0
25.0,2,Option2,2,3,2,3,3,0
25.0,2,Option3,1,4,2,2,2,1
25.0,2,Option4,3,4,3,1,5,0
25.0,3,Option1,3,1,1,2,1,0
25.0,3,Option2,3,3,3,4,3,0
25.0,3,Option3,4,2,1,1,4,0
25.0,3,Option4,2,4,4,3,2,1
25.0,4,Option1,3,1,2,4,2,0
25.0,4,Option2,2,4,4,1,1,1
25.0,4,Option3,1,1,4,3,5,0
25.0,4,Option4,4,2,3,2,4,0
25.0,5,Option1,1,4,3,3,4,0
25.0,5,Option2,3,2,4,2,5,1
25.0,5,Option3,4,1,2,3,3,0
25.0,5,Option4,2,3,1,4,4,0
25.0,6,Option1,4,4,1,3,5,0
25.0,6,Option2,2,1,2,1,4,0
25.0,6,Option3,2,2,3,4,2,1
25.0,6,Option4,1,3,4,2,1,0
25.0,7,Option1,1,2,2,4,1,0
25.0,7,Option2,4,1,3,1,2,0
25.0,7,Option3,3,3,4,3,4,1
25.0,7,Option4,2,1,1,2,3,0
25.0,8,Option1,2,3,3,2,5,0
25.0,8,Option2,4,4,1,4,1,0
25.0,8,Option3,1,2,1,1,3,0
25.0,8,Option4,3,3,2,1,1,1
25.0,9,Option1,1,4,3,1,3,0
25.0,9,Option2,3,2,1,3,2,1
25.0,9,Option3,4,3,2,4,5,0
25.0,9,Option4,1,1,4,4,4,0
25.0,10,Option1,2,2,2,1,5,0
25.0,10,Option2,1,3,1,2,2,0
25.0,10,Option3,3,4,4,4,3,1
25.0,10,Option4,4,1,3,3,1,0
26.0,1,Option1,1,2,2,2,2,1
26.0,1,Option2,3,4,1,1,5,0
26.0,1,Option3,2,1,4,3,2,0
26.0,1,Option4,4,3,3,4,4,0
26.0,2,Option1,4,1,1,1,3,0
26.0,2,Option2,2,3,4,2,5,0
26.0,2,Option3,1,4,3,4,1,0
26.0,2,Option4,1,2,1,3,4,1
26.0,3,Option1,3,3,4,1,4,0
26.0,3,Option2,4,2,3,4,2,1
26.0,3,Option3,1,3,2,3,5,0
26.0,3,Option4,2,4,1,2,4,0
26.0,4,Option1,2,1,2,4,4,0
26.0,4,Option2,3,4,1,3,2,0
26.0,4,Option3,3,3,3,1,3,1
26.0,4,Option4,4,2,4,2,1,0
26.0,5,Option1,3,2,2,2,3,0
26.0,5,Option2,1,3,4,4,3,0
26.0,5,Option3,4,1,1,1,1,1
26.0,5,Option4,2,4,3,2,5,0
26.0,6,Option1,1,3,1,2,1,0
26.0,6,Option2,1,1,2,4,5,1
26.0,6,Option3,4,4,2,3,4,0
26.0,6,Option4,3,1,4,2,2,0
26.0,7,Option1,1,4,3,1,2,0
26.0,7,Option2,2,2,1,3,3,1
26.0,7,Option3,4,1,4,1,5,0
26.0,7,Option4,3,1,2,4,1,0
26.0,8,Option1,4,2,3,3,5,0
26.0,8,Option2,3,1,3,2,4,1
26.0,8,Option3,2,4,4,4,3,0
26.0,8,Option4,2,3,2,1,2,0
26.0,9,Option1,3,4,4,3,1,0
26.0,9,Option2,2,2,2,1,1,1
26.0,9,Option3,4,3,1,4,2,0
26.0,9,Option4,1,1,3,3,3,0
26.0,10,Option1,2,3,3,3,1,0
26.0,10,Option2,4,4,2,2,3,0
26.0,10,Option3,1,2,4,1,4,1
26.0,10,Option4,3,2,1,4,5,0
27.0,1,Option1,3,3,4,1,1,0
27.0,1,Option2,1,2,2,4,3,1
27.0,1,Option3,4,4,3,3,4,0
27.0,1,Option4,2,1,1,3,2,0
27.0,2,Option1,2,1,2,3,1,0
27.0,2,Option2,4,2,3,4,2,1
27.0,2,Option3,3,3,2,1,5,0
27.0,2,Option4,1,4,1,2,2,0
27.0,3,Option1,3,2,3,3,5,0
27.0,3,Option2,3,3,1,2,4,0
27.0,3,Option3,2,4,2,1,3,1
27.0,3,Option4,4,1,4,4,5,0
27.0,4,Option1,3,4,4,4,2,0
27.0,4,Option2,4,2,1,1,1,1
27.0,4,Option3,1,3,4,2,3,0
27.0,4,Option4,2,1,2,2,5,0
27.0,5,Option1,2,2,1,4,4,0
27.0,5,Option2,1,4,3,1,5,0
27.0,5,Option3,4,4,2,2,1,1
27.0,5,Option4,4,2,4,3,3,0
27.0,6,Option1,1,2,1,2,1,1
27.0,6,Option2,3,1,3,2,3,0
27.0,6,Option3,2,3,4,3,2,0
27.0,6,Option4,3,4,2,4,4,0
27.0,7,Option1,1,1,4,1,4,0
27.0,7,Option2,3,4,4,3,1,0
27.0,7,Option3,4,3,1,4,5,0
27.0,7,Option4,2,2,3,2,4,1
27.0,8,Option1,4,1,2,2,2,0
27.0,8,Option2,1,3,2,3,4,0
27.0,8,Option3,1,1,3,4,1,0
27.0,8,Option4,2,4,1,1,3,1
27.0,9,Option1,4,3,2,3,3,0
27.0,9,Option2,2,2,4,2,5,0
27.0,9,Option3,3,1,1,4,3,0
27.0,9,Option4,1,3,3,1,2,1
27.0,10,Option1,1,4,1,3,5,0
27.0,10,Option2,4,1,4,1,4,0
27.0,10,Option3,3,2,2,1,2,0
27.0,10,Option4,2,3,3,4,1,1
28.0,1,Option1,4,1,1,1,4,0
28.0,1,Option2,3,3,3,1,2,0
28.0,1,Option3,2,2,4,2,1,1
28.0,1,Option4,1,4,2,3,5,0
28.0,2,Option1,3,1,2,3,3,0
28.0,2,Option2,2,4,1,1,1,0
28.0,2,Option3,1,1,3,4,2,0
28.0,2,Option4,4,2,4,2,4,1
28.0,3,Option1,4,3,3,3,5,0
28.0,3,Option2,1,1,2,4,4,0
28.0,3,Option3,1,3,1,2,3,1
28.0,3,Option4,2,4,1,1,2,0
28.0,4,Option1,1,4,3,2,4,0
28.0,4,Option2,2,3,2,4,4,0
28.0,4,Option3,4,1,1,3,1,0
28.0,4,Option4,3,2,4,4,3,1
28.0,5,Option1,1,2,1,4,2,0
28.0,5,Option2,3,4,4,3,4,0
28.0,5,Option3,2,2,2,1,5,1
28.0,5,Option4,2,1,3,2,3,0
28.0,6,Option1,4,4,4,2,2,0
28.0,6,Option2,1,2,3,3,1,1
28.0,6,Option3,4,3,4,1,3,0
28.0,6,Option4,3,1,1,2,5,0
28.0,7,Option1,2,1,4,3,2,0
28.0,7,Option2,4,4,1,4,3,0
28.0,7,Option3,3,2,3,1,4,1
28.0,7,Option4,3,3,2,2,2,0
28.0,8,Option1,4,3,2,4,1,0
28.0,8,Option2,3,2,1,2,5,1
28.0,8,Option3,2,4,3,3,3,0
28.0,8,Option4,1,3,4,1,1,0
28.0,9,Option1,2,3,4,4,5,0
28.0,9,Option2,1,1,4,1,5,0
28.0,9,Option3,4,2,2,3,2,1
28.0,9,Option4,3,4,3,4,1,0
28.0,10,Option1,1,2,2,1,3,0
28.0,10,Option2,4,1,3,4,5,0
28.0,10,Option3,3,4,2,2,1,0
28.0,10,Option4,2,3,1,3,4,1
29.0,1,Option1,4,2,1,4,4,0
29.0,1,Option2,1,1,3,3,2,0
29.0,1,Option3,3,3,4,1,3,1
29.0,1,Option4,2,4,2,2,5,0
29.0,2,Option1,2,3,4,2,2,0
29.0,2,Option2,3,2,3,3,3,1
29.0,2,Option3,4,1,1,2,3,0
29.0,2,Option4,1,4,3,4,1,0
29.0,3,Option1,4,1,3,3,5,0
29.0,3,Option2,2,4,1,1,4,0
29.0,3,Option3,1,1,4,4,1,0
29.0,3,Option4,3,2,2,2,1,1
29.0,4,Option1,1,4,1,2,3,0
29.0,4,Option2,3,3,1,4,2,0
29.0,4,Option3,2,2,3,1,1,1
29.0,4,Option4,3,1,4,3,4,0
29.0,5,Option1,3,2,3,4,5,0
29.0,5,Option2,4,3,4,1,5,0
29.0,5,Option3,1,4,2,4,2,1
29.0,5,Option4,1,3,1,3,1,0
29.0,6,Option1,3,4,4,3,3,0
29.0,6,Option2,2,1,1,2,1,0
29.0,6,Option3,4,3,2,3,4,0
29.0,6,Option4,1,2,2,1,3,1
29.0,7,Option1,3,4,3,1,4,0
29.0,7,Option2,1,2,4,2,5,0
29.0,7,Option3,2,2,1,3,2,1
29.0,7,Option4,4,1,2,4,3,0
29.0,8,Option1,4,3,2,1,1,0
29.0,8,Option2,2,2,4,4,4,1
29.0,8,Option3,4,4,3,2,2,0
29.0,8,Option4,1,1,1,1,5,0
29.0,9,Option1,2,3,3,4,3,0
29.0,9,Option2,3,1,2,2,4,0
29.0,9,Option3,2,4,2,3,5,0
29.0,9,Option4,4,2,4,1,2,1
29.0,10,Option1,2,1,2,1,2,0
29.0,10,Option2,4,4,4,3,1,1
29.0,10,Option3,3,3,1,4,5,0
29.0,10,Option4,1,3,3,2,4,0
30.0,1,Option1,1,4,4,1,2,1
30.0,1,Option2,3,3,1,2,3,0
30.0,1,Option3,4,2,3,3,4,0
30.0,1,Option4,2,1,4,4,1,0
30.0,2,Option1,1,3,2,4,4,0
30.0,2,Option2,4,4,1,3,1,0
30.0,2,Option3,1,2,4,2,5,0
30.0,2,Option4,3,1,3,1,5,1
30.0,3,Option1,4,2,3,4,3,1
30.0,3,Option2,3,4,4,2,2,0
30.0,3,Option3,2,1,1,3,2,0
30.0,3,Option4,1,2,2,1,1,0
30.0,4,Option1,2,2,2,4,2,0
30.0,4,Option2,1,3,3,2,1,0
30.0,4,Option3,4,4,1,1,5,1
30.0,4,Option4,3,3,3,3,4,0
30.0,5,Option1,3,1,2,2,5,1
30.0,5,Option2,3,2,4,4,1,0
30.0,5,Option3,1,4,3,1,3,0
30.0,5,Option4,2,3,1,1,3,0
30.0,6,Option1,2,2,3,3,5,0
30.0,6,Option2,4,3,2,1,2,0
30.0,6,Option3,1,1,1,4,4,0
30.0,6,Option4,4,4,2,2,3,1
30.0,7,Option1,4,1,1,2,1,0
30.0,7,Option2,1,3,2,3,5,0
30.0,7,Option3,3,4,3,4,2,1
30.0,7,Option4,2,2,4,2,4,0
30.0,8,Option1,1,1,4,3,3,0
30.0,8,Option2,3,2,1,1,4,0
30.0,8,Option3,2,4,2,2,4,1
30.0,8,Option4,4,3,4,4,5,0
30.0,9,Option1,3,4,2,3,1,0
30.0,9,Option2,2,4,1,4,5,0
30.0,9,Option3,2,3,4,3,3,0
30.0,9,Option4,4,1,3,2,2,1
30.0,10,Option1,2,3,3,1,1,0
30.0,10,Option2,4,1,4,1,4,0
30.0,10,Option3,3,1,2,4,3,1
30.0,10,Option4,1,2,1,3,2,0
31.0,1,Option1,3,4,2,4,2,0
31.0,1,Option2,1,3,4,2,3,0
31.0,1,Option3,4,2,1,3,5,0
31.0,1,Option4,2,1,3,1,1,1
31.0,2,Option1,2,2,3,2,3,0
31.0,2,Option2,4,4,4,4,5,0
31.0,2,Option3,1,4,3,1,4,0
31.0,2,Option4,3,1,1,2,4,1
31.0,3,Option1,2,4,1,2,5,0
31.0,3,Option2,2,1,3,3,2,0
31.0,3,Option3,1,3,4,4,1,1
31.0,3,Option4,4,2,2,1,4,0
31.0,4,Option1,3,4,4,3,1,0
31.0,4,Option2,1,2,1,1,1,0
31.0,4,Option3,1,1,2,2,5,1
31.0,4,Option4,4,3,3,4,3,0
31.0,5,Option1,1,2,3,4,2,0
31.0,5,Option2,4,1,1,3,4,0
31.0,5,Option3,2,3,2,3,1,1
31.0,5,Option4,3,3,4,1,5,0
31.0,6,Option1,1,1,3,3,5,0
31.0,6,Option2,2,4,2,1,3,1
31.0,6,Option3,4,3,1,2,2,0
31.0,6,Option4,3,2,4,2,2,0
31.0,7,Option1,1,3,1,1,2,0
31.0,7,Option2,4,4,3,2,1,0
31.0,7,Option3,2,1,4,4,4,0
31.0,7,Option4,3,4,1,3,3,1
31.0,8,Option1,2,2,4,2,4,0
31.0,8,Option2,3,3,2,1,5,0
31.0,8,Option3,3,1,1,4,3,1
31.0,8,Option4,1,2,2,3,3,0
31.0,9,Option1,4,1,4,1,3,0
31.0,9,Option2,2,3,2,3,2,0
31.0,9,Option3,3,2,3,4,1,1
31.0,9,Option4,1,4,2,4,4,0
31.0,10,Option1,4,1,2,2,1,0
31.0,10,Option2,2,2,1,4,5,0
31.0,10,Option3,4,4,4,1,2,1
31.0,10,Option4,3,3,3,3,4,0
32.0,1,Option1,4,3,4,3,1,0
32.0,1,Option2,2,4,1,2,3,1
32.0,1,Option3,1,2,3,4,5,0
32.0,1,Option4,3,1,2,1,2,0
32.0,2,Option1,3,3,1,4,3,0
32.0,2,Option2,4,1,3,1,4,0
32.0,2,Option3,3,2,2,2,1,0
32.0,2,Option4,1,4,3,3,1,1
32.0,3,Option1,2,4,2,3,5,0
32.0,3,Option2,1,4,1,3,2,1
32.0,3,Option3,3,3,3,1,3,0
32.0,3,Option4,2,2,4,2,4,0
32.0,4,Option1,2,3,2,1,2,0
32.0,4,Option2,3,1,3,2,1,1
32.0,4,Option3,4,1,1,4,4,0
32.0,4,Option4,1,2,2,3,3,0
32.0,5,Option1,1,1,2,4,1,0
32.0,5,Option2,2,2,4,3,4,0
32.0,5,Option3,2,4,1,1,1,1
32.0,5,Option4,4,3,3,2,5,0
32.0,6,Option1,1,2,1,2,2,0
32.0,6,Option2,4,4,2,2,5,0
32.0,6,Option3,4,4,4,1,3,1
32.0,6,Option4,3,3,1,3,4,0
32.0,7,Option1,1,4,3,1,4,0
32.0,7,Option2,2,3,4,4,1,1
